Position,artists,track_name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams,viral_on_tiktok
388,portugal. the man,feel it still,331,0.0,13,0,756792,129571919,Нет
389,neiked,better days (neiked x mae muller x polo g),321,20.0,6,0,883029,129400161,Нет
390,shawn mendes,treat you better,321,1.0,10,0,740821,129275991,Нет
391,bad bunny,moscow mule,219,11.0,1,(x1),2582359,128972121,Нет
392,cardi b,money,273,1.0,9,0,1148815,128812752,Нет
393,morgan wallen,7 summers,388,7.0,3,(x2),2269891,128247607,Нет
394,josé feliciano,feliz navidad,222,11.0,6,0,3233033,128148147,Нет
395,travis scott,yosemite,320,4.0,7,0,2092634,127780533,Нет
396,famous dex,japan,299,0.0,11,0,1019372,127676006,Нет
397,farruko,pepas,337,0.0,16,0,696956,127483860,Нет
398,justin bieber,mistletoe,295,0.0,13,0,1898014,127188550,Нет
399,the anxiety,meet me at our spot,281,21.0,8,0,852099,126861687,Нет
400,polo g,21,425,0.0,35,0,462532,126417091,Нет
401,vance joy,riptide,753,0.0,12,0,273070,126349492,Нет
402,dj snake,taki taki,238,27.0,4,0,1308756,126096694,Нет
403,grouplove,tongue tied,525,0.0,100,0,284533,125880696,Нет
404,diplo,heartless,444,0.0,53,0,436704,125811158,Нет
405,staysolidrocky,party girl,239,53.0,2,(x21),1169465,125662367,Нет
406,taylor swift,antihero,69,46.0,1,(x14),7786096,124825787,Нет
407,quality control,baby (lil baby feat. dababy),308,0.0,14,0,779096,124162581,Нет
408,billie eilish,idontwannabeyouanymore,400,0.0,40,0,516523,123991487,Нет
409,queen,bohemian rhapsody  remastered 2011,420,0.0,36,0,537813,123761624,Нет
410,nle choppa,camelot,297,4.0,7,0,932296,123589568,Нет
411,luke combs,when it rains it pours,565,0.0,84,0,306131,123431139,Нет
412,flume,never be like you,357,0.0,14,0,604526,123343026,Нет
413,j balvin,la canción,443,0.0,30,0,626782,123298668,Нет
414,lil baby,woah,269,0.0,11,0,1046993,122876453,Нет
415,onerepublic,i ain't worried,206,36.0,6,0,847839,122488638,Да
416,playboi carti,shoota,420,0.0,23,0,826235,122469617,Нет
417,2 chainz,it's a vibe,403,0.0,35,0,543374,122067552,Нет
418,doja cat,vegas (from the original motion picture soundtrack elvis),234,29.0,7,0,922178,121176458,Нет
419,juice wrld,legends,418,2.0,4,0,1239344,121077739,Нет
420,rae sremmurd,powerglide,263,0.0,15,0,940053,120839941,Нет
421,xxxtentacion,revenge,412,0.0,16,0,1119765,120698497,Нет
422,ariana grande,god is a woman,227,26.0,4,0,1528413,120468984,Нет
423,chris brown,go crazy,345,0.0,19,0,611457,120431219,Нет
424,martin garrix,in the name of love,304,0.0,11,0,720257,120205635,Нет
425,sam smith,unholy,98,58.0,1,(x28),2488457,120201022,Нет
426,pop smoke,mood swings,306,6.0,9,0,846397,119371547,Нет
427,the chainsmokers,paris,224,45.0,3,(x1),1275674,119358756,Нет
428,lil skies,red roses,365,0.0,36,0,532229,119331204,Нет
429,wiz khalifa,see you again,452,85.0,1,(x26),995751,119131650,Нет
430,billie eilish,wish you were gay,271,16.0,2,(x2),2039013,119110503,Нет
431,måneskin,beggin',231,29.0,4,0,1100134,118922920,Да
432,dnce,cake by the ocean,420,0.0,14,0,546287,118801783,Нет
433,kanye west,bound 2,361,0.0,20,0,606925,118764637,Нет
434,travis scott,antidote,535,0.0,12,0,509143,118146637,Нет
435,the kid laroi,go,350,0.0,12,0,833612,117833168,Нет
436,post malone,take what you want,229,24.0,2,(x5),2796808,117464544,Нет
437,michael bublé,holly jolly christmas,266,0.0,13,0,2443625,117362413,Нет
438,jordan davis,buy dirt,446,0.0,58,0,353342,117239640,Нет
439,bad bunny,ojitos lindos,226,1.0,10,0,1230515,117064880,Нет
440,cochise,tell em,352,0.0,26,0,651174,116861554,Нет
441,miguel,sky walker,302,0.0,19,0,702194,116395947,Нет
442,lil peep,falling down  bonus track,236,20.0,1,(x6),2158263,116066331,Нет
443,kelly clarkson,underneath the tree,202,9.0,8,0,2346598,115764085,Нет
444,lil skies,lust,426,0.0,75,0,379237,115693481,Нет
445,the weeknd,heartless,232,21.0,1,(x8),2634575,115431955,Нет
446,ellie goulding,hate me,370,0.0,13,0,917238,115056947,Нет
447,wallows,are you bored yet?,420,0.0,54,0,399406,114791296,Нет
448,travis scott,stargazing,225,21.0,1,(x1),4244308,114669162,Нет
449,ariana grande,into you,305,1.0,10,0,710370,114250630,Нет
450,eminem,'till i collapse,771,0.0,41,0,431726,114132725,Нет
451,nle choppa,walk em down,246,0.0,12,0,730180,113510926,Нет
452,dj snake,middle,353,0.0,14,0,634100,113465863,Нет
453,khalid,otw,294,0.0,17,0,915514,113437143,Нет
454,taylor swift,you need to calm down,250,22.0,1,(x1),2459661,113303615,Нет
455,playboi carti,sky,361,0.0,25,0,583880,113291304,Нет
456,lil wayne,sucker for pain,344,0.0,12,0,704290,113258771,Нет
457,maroon 5,what lovers do,227,4.0,7,0,925163,113203255,Нет
458,d4vd,romantic homicide,149,48.0,2,(x1),1061087,112839982,Да
459,drake,i'm upset,170,26.0,4,0,3945109,112748287,Нет
460,gayle,abcdefu,210,61.0,5,0,940468,112733991,Да
461,justin bieber,holy,248,35.0,1,(x1),2020462,112093148,Нет
462,ynw melly,suicidal,216,19.0,6,0,1113095,111505967,Да
463,post malone,enemies,255,21.0,3,(x3),3198197,111333320,Нет
464,cj,whoopty,230,58.0,3,(x3),834077,111327394,Да
465,willow,wait a minute!,384,0.0,12,0,578328,111162304,Да
466,ed sheeran,photograph,679,0.0,16,0,349617,111120972,Нет
467,a$ap rocky,praise the lord (da shine),281,3.0,5,0,1339872,110819424,Нет
468,21 savage,no heart,382,0.0,18,0,559060,110613158,Нет
469,yg,big bank,267,0.0,21,0,870915,110251626,Нет
470,billie eilish,therefore i am,237,15.0,1,(x7),1754735,109936841,Нет
471,nio garcia,te boté  remix,303,0.0,35,0,552785,109733059,Нет
472,cardi b,bartier cardi,221,35.0,3,(x6),1093964,109650225,Нет
473,kid cudi,pursuit of happiness (nightmare),413,0.0,47,0,391076,109480124,Нет
474,j balvin,mi gente,238,28.0,7,0,867663,109423268,Нет
475,ava max,sweet but psycho,320,0.0,30,0,590175,109220489,Нет
476,walker hayes,fancy like,303,0.0,20,0,632758,109183937,Нет
477,selena gomez,lose you to love me,186,34.0,1,(x5),2659591,109150331,Нет
478,olivia rodrigo,happier,228,29.0,5,0,2279399,109009363,Нет
479,dean martin,let it snow! let it snow! let it snow!,187,7.0,7,0,3413764,108868445,Нет
480,lil durk,broadway girls,291,11.0,4,0,1210147,108689365,Нет
481,morgan wallen,cover me up,437,0.0,23,0,664005,108508201,Нет
482,blackbear,do re mi,373,0.0,26,0,628184,108380091,Нет
483,sam smith,stay with me,548,127.0,1,(x2),442402,108129184,Нет
484,shawn mendes,there's nothing holdin' me back,278,0.0,26,0,711457,107955518,Нет
485,kanye west,i love it (& lil pump),175,32.0,1,(x11),1942212,107854141,Нет
486,jeremih,oui,419,0.0,21,0,528778,107730094,Нет
487,camila cabello,never be the same,236,8.0,5,0,1048100,107372683,Нет
488,billie eilish,you should see me in a crown,325,3.0,7,0,1608603,107243178,Нет
489,shawn mendes,if i can't have you,209,28.0,3,(x1),1474486,107192421,Нет
490,yo gotti,rake it up,284,0.0,17,0,715011,107156568,Нет
491,post malone,ball for me,215,6.0,8,0,2786889,107079418,Нет
492,post malone,one right now,261,7.0,1,(x2),1830368,106856619,Нет
493,olivia rodrigo,"jealousy, jealousy",256,4.0,9,0,1994138,106842027,Да
494,eminem,lucky you,207,28.0,1,(x9),2638639,106685258,Нет
495,olivia rodrigo,brutal,211,21.0,2,(x1),2849969,106587197,Нет
496,ali gatie,it's you,297,0.0,15,0,791346,106473404,Да
497,bazzi,beautiful,290,0.0,28,0,586218,105769712,Нет
498,rich the kid,new freezer,310,0.0,25,0,595266,105262051,Нет
499,niall horan,slow hands,271,0.0,24,0,614747,105220848,Нет
500,frank ocean,lost,303,1.0,10,0,657541,105158717,Нет
501,pooh shiesty,back in blood,283,7.0,9,0,718634,105011176,Нет
502,maroon 5,sugar,478,67.0,1,(x5),667233,104864460,Нет
503,elvis presley,blue christmas,254,0.0,11,0,1959442,104768563,Нет
504,lil baby,we paid,283,10.0,9,0,824708,104746275,Нет
505,the ronettes,sleigh ride,188,1.0,10,0,2784468,104353068,Нет
506,childish gambino,this is america,157,29.0,1,(x13),2753489,103964722,Нет
507,russ,what they want,537,0.0,56,0,299961,103833455,Нет
508,lil peep,star shopping,416,0.0,88,0,316621,102969266,Нет
509,ynw melly,mixed personalities,225,0.0,12,0,894571,102953208,Нет
510,sam smith,too good at goodbyes,219,32.0,3,(x5),1243963,102793276,Нет
511,jackboys,out west,262,4.0,2,(x1),1618620,102677098,Нет
512,halsey,now or never,254,0.0,12,0,798523,102516119,Нет
513,jack harlow,tyler herro,285,7.0,9,0,905350,102414445,Нет
514,marshmello,friends,234,0.0,15,0,789940,102354557,Нет
515,xxxtentacion,hope,327,1.0,10,0,1443350,102329254,Нет
516,halsey,bad at love,260,0.0,22,0,683397,101922633,Нет
517,$uicideboy$,"...and to those i love, thanks for sticking around",392,0.0,35,0,441747,101882235,Да
518,lil dicky,freaky friday,192,23.0,5,0,1228612,101868561,Нет
519,juice wrld,wasted,268,0.0,20,0,709978,101797919,Нет
520,metro boomin,space cadet,266,0.0,15,0,937419,101688152,Нет
521,zara larsson,never forget you,280,1.0,9,0,659192,101316722,Нет
522,partynextdoor,come and see me,448,0.0,51,0,312204,101074101,Нет
523,taylor swift,all too well (10 minute version) (taylor's version) (from the vault),205,24.0,1,(x9),3490740,100920020,Нет
524,imagine dragons,enemy,231,70.0,5,0,682385,100835953,Нет
525,perry como,it's beginning to look a lot like christmas,206,0.0,13,0,2240797,100817505,Нет
526,megan thee stallion,savage remix,196,30.0,2,(x1),1772566,100761690,Нет
527,nicky youre,sunroof,238,0.0,19,0,642413,100753638,Нет
528,drake,pop style,280,22.0,3,(x10),1144421,100358319,Нет
529,drake,back to back,410,5.0,10,0,437503,100323465,Нет
530,selena gomez,wolves,212,9.0,3,(x1),1274551,100276358,Нет
531,walk the moon,shut up and dance,480,49.0,5,0,499657,100209488,Нет
532,big sean,i don't fuck with you,532,91.0,2,(x5),422959,99659160,Нет
533,lord huron,the night we met,405,0.0,43,0,513171,99390592,Нет
534,xxxtentacion,the remedy for a broken heart (why am i so in love),287,2.0,8,0,1947379,99380590,Нет
535,ritt momney,put your records on,277,0.0,13,0,713447,99070218,Нет
536,stephen sanchez,until i found you,229,0.0,27,0,538505,98647110,Нет
537,charlie puth,we don't talk anymore,319,0.0,15,0,671737,98211121,Нет
538,conan gray,maniac,382,0.0,66,0,400847,98117699,Да
539,major lazer,light it up,322,0.0,16,0,585856,98079211,Нет
540,blueface,thotiana,175,15.0,6,0,1269217,98052157,Нет
541,bad bunny,party,192,6.0,7,0,1576377,97935403,Нет
542,drake,rich flex,55,43.0,1,(x28),5389787,97928728,Нет
543,ybn nahmir,bounce out with that,316,0.0,27,0,621033,97885440,Нет
544,bruno mars,finesse  remix; feat. cardi b,181,34.0,2,(x7),1262874,97451275,Нет
545,kane brown,be like that,302,0.0,24,0,651226,97216562,Нет
546,ariana grande,breathin,203,13.0,4,0,1653237,97210521,Нет
547,cage the elephant,cigarette daydreams,418,0.0,108,0,265431,97198449,Нет
548,jawsh 685,savage love (laxed  sired beat),204,8.0,7,0,842470,97044129,Нет
549,chuck berry,run rudolph run  single version,228,0.0,13,0,2106577,96924483,Нет
550,g herbo,ptsd,317,0.0,29,0,630282,96878801,Нет
551,frenship,capsize,282,0.0,21,0,547036,96799483,Нет
552,band aid,do they know it's christmas?  1984 version,204,2.0,7,0,2071624,96606504,Нет
553,juice wrld,hate the other side,247,14.0,4,0,2855162,96515557,Нет
554,nicki minaj,super freaky girl,137,66.0,2,(x12),1573025,96391022,Да
555,kanye west,flashing lights,338,0.0,48,0,421366,96363563,Нет
556,the weeknd,often,585,5.0,7,0,510308,95876024,Нет
557,young thug,hot,191,17.0,8,0,951762,95787556,Нет
558,lady gaga,rain on me,209,21.0,1,(x1),2234783,95611004,Нет
559,kane brown,heaven,351,0.0,51,0,463042,95521001,Нет
560,lil mosey,stuck in a dream,241,6.0,6,0,953948,95475910,Нет
561,eslabon armado,jugaste y sufrí,278,0.0,22,0,530830,95201278,Нет
562,dababy,toes,238,1.0,8,0,1050000,94674586,Нет
563,sam smith,how do you sleep?,181,3.0,10,0,870242,94468000,Нет
564,machine gun kelly,bad things  with camila cabello,210,36.0,7,0,785738,94454737,Нет
565,future,puffin on zootiez,225,7.0,4,0,1417345,94325787,Нет
566,future,fine china,213,7.0,2,(x1),1715989,94225744,Нет
567,kevin gates,2 phones,337,0.0,15,0,598771,94221975,Нет
568,sia,chandelier,589,72.0,4,0,358733,94195494,Нет
569,don toliver,no idea,246,0.0,17,0,723629,93790452,Да
570,drake,what’s next,189,22.0,1,(x14),3687689,93677191,Нет
571,playboi carti,wokeuplikethis*,325,0.0,52,0,443339,93644916,Нет
572,bad bunny,después de la playa,177,8.0,3,(x2),2158520,93328473,Нет
573,kane brown,what ifs,381,0.0,45,0,464191,93232207,Нет
574,selena gomez,back to you,234,0.0,15,0,877343,93219297,Нет
575,pop smoke,the woo,215,5.0,3,(x1),1284269,93098286,Нет
576,luis fonsi,despacito (featuring daddy yankee),261,0.0,13,0,786546,93020729,Нет
577,journey,don't stop believin',419,0.0,82,0,315881,93020470,Нет
578,drake,energy,458,31.0,1,(x1),644639,92386459,Нет
579,migos,narcos,228,14.0,2,(x2),1634923,92278196,Нет
580,bazzi,paradise,251,0.0,18,0,735900,92269595,Нет
581,marshmello,one thing right,238,0.0,14,0,884052,91972872,Нет
582,lil skies,i,282,0.0,13,0,860070,91934808,Нет
583,billie eilish,i love you,315,0.0,14,0,1195368,91793788,Нет
584,kodak black,codeine dreaming,218,2.0,10,0,867383,91629494,Нет
585,gunna,pushin p,156,70.0,2,(x22),1264487,91543896,Нет
586,drake,chicago freestyle,245,3.0,4,0,1961616,91252372,Нет
587,"tyler, the creator",new magic wand,305,1.0,5,0,1537094,91144161,Да
588,gunna,dollaz on my head,230,1.0,10,0,915411,91048768,Нет
589,the weeknd,party monster,221,24.0,2,(x1),1495895,90931727,Нет
590,luke combs,hurricane,417,0.0,77,0,288140,90807884,Нет
591,selena gomez,good for you,309,87.0,5,0,583377,89918074,Нет
592,fetty wap,again,344,19.0,9,0,502578,89804385,Нет
593,alessia cara,here,323,24.0,8,0,574058,89798695,Нет
594,taylor swift,look what you made me do,163,28.0,1,(x10),3828478,89718682,Нет
595,the weeknd,pray for me,148,35.0,3,(x4),1522363,89699614,Нет
596,young thug,relationship,327,0.0,53,0,426423,89108978,Нет
597,jvke,golden hour,128,8.0,9,0,951092,89077530,Да
598,lizzo,good as hell,204,0.0,19,0,765105,88713657,Нет
599,karol g,provenza,210,0.0,11,0,708235,88539867,Нет
600,lil baby,"never recover (lil baby & gunna, drake)",179,11.0,1,(x1),1813449,88382182,Нет
601,alessia cara,scars to your beautiful,264,0.0,24,0,524903,88330659,Нет
602,luke combs,the kind of love we make,193,1.0,9,0,972167,88164187,Нет
603,harry styles,lights up,205,17.0,2,(x2),2027630,87724368,Нет
604,drake,gyalchester,215,12.0,3,(x1),1938036,87719286,Нет
605,bad bunny,callaita,255,0.0,37,0,491084,87611768,Нет
606,dua lipa,idgaf,227,0.0,20,0,686770,87357163,Нет
607,zara larsson,lush life,322,0.0,24,0,421892,87351222,Нет
608,j. cole,work out,346,0.0,96,0,323602,86907626,Нет
609,rich homie quan,"flex (ooh, ooh, ooh)",441,0.0,11,0,423842,86829715,Нет
610,dove cameron,boyfriend,236,2.0,10,0,610722,86719217,Да
611,g,eazy  him & i,156,42.0,3,(x2),1038353,86593035,Нет
612,maroon 5,don't wanna know,188,31.0,6,0,761274,86541563,Нет
613,tiësto,jackie chan,198,0.0,18,0,880754,86521189,Нет
614,kent jones,don't mind,197,44.0,7,0,880527,86485934,Нет
615,ed sheeran,castle on the hill,236,14.0,2,(x1),1464736,86482770,Нет
616,benee,supalonely,176,0.0,18,0,690878,86449441,Нет
617,bailey zimmerman,rock and a hard place,201,0.0,22,0,651464,86200828,Нет
618,drake,know yourself,419,21.0,5,0,559563,85852793,Нет
619,french montana,no stylist,201,0.0,14,0,937243,85747254,Нет
620,sza,i hate u,175,13.0,1,(x6),1615102,85718549,Нет
621,calvin harris,one kiss,176,0.0,17,0,816807,85666961,Нет
622,future,where ya at,447,0.0,24,0,305171,85639079,Нет
623,adele,send my love (to your new lover),267,0.0,13,0,621087,85569483,Да
624,childish gambino,me and your mama,271,0.0,14,0,692793,85544703,Нет
625,brockhampton,sugar,224,0.0,21,0,768037,85393131,Да
626,camila cabello,my oh my,171,1.0,10,0,905694,85344666,Нет
627,kanye west,famous,322,11.0,2,(x1),972754,85209688,Нет
628,starley,call on me  ryan riback extended remix,227,0.0,21,0,530287,85119903,Нет
629,lauv,i'm so tired...,205,0.0,22,0,751627,84670678,Нет
630,ellie goulding,close to me,242,0.0,30,0,661749,84655009,Нет
631,xxxtentacion,bad!,147,26.0,2,(x2),2102844,84596862,Нет
632,nav,wanted you,236,0.0,23,0,619512,84451429,Нет
633,youngboy never broke again,make no sense,228,0.0,25,0,613453,84397980,Нет
634,6lack,prblms,389,0.0,93,0,268283,84279473,Нет
635,juice wrld,smile,196,21.0,2,(x4),1962238,84269938,Нет
636,ajr,bang!,298,0.0,36,0,464797,84042339,Нет
637,calvin harris,feels,153,10.0,9,0,892294,83941364,Нет
638,kendrick lamar,element.,188,15.0,3,(x7),2793051,83917996,Нет
639,lil baby,pure cocaine,247,0.0,21,0,846291,83580799,Нет
640,shawn mendes,mercy,259,0.0,23,0,512743,83334888,Нет
641,travis scott,beibs in the trap,375,0.0,95,0,275790,83265953,Нет
642,ariana grande,dangerous woman,241,8.0,7,0,700593,83265541,Нет
643,taylor swift,lavender haze,68,31.0,2,(x14),7644139,83226296,Нет
644,yg,go loko,182,0.0,14,0,794733,82520209,Нет
645,flume,say it,269,0.0,22,0,510552,82337429,Нет
646,jessie j,bang bang,461,77.0,2,(x1),396038,82251994,Нет
647,bruno mars,smokin out the window,167,25.0,1,(x3),1963589,82228168,Нет
648,selena gomez,hands to myself,260,32.0,6,0,669841,82204948,Нет
649,latto,big energy,263,0.0,38,0,412594,82202983,Нет
650,lil uzi vert,myron,195,7.0,1,(x1),2271346,81140683,Нет
651,ellie goulding,love me like you do,347,74.0,1,(x12),676545,81076476,Нет
652,the chainsmokers,this feeling,251,0.0,21,0,820199,80978407,Нет
653,post malone,stay,179,15.0,4,0,2703178,80957121,Нет
654,rihanna,love on the brain,335,0.0,35,0,543206,80925444,Нет
655,kevin gates,really really,381,0.0,35,0,395758,80866635,Нет
656,future,f*ck up some commas,549,0.0,42,0,220868,80812830,Нет
657,j. cole,kod,160,7.0,1,(x2),4233070,80773017,Нет
658,imagine dragons,natural,216,0.0,21,0,690130,80538052,Нет
659,megan thee stallion,body,187,1.0,10,0,856830,80338969,Нет
660,eminem,lose yourself,554,1.0,9,0,652490,80284666,Нет
661,chief keef,love sosa,318,0.0,41,0,395268,80223782,Нет
662,ayo & teo,rolex,271,0.0,31,0,530153,80064354,Нет
663,ybn nahmir,rubbin off the paint,263,0.0,47,0,480042,79621979,Нет
664,taylor swift,midnight rain,68,30.0,3,(x14),5987889,79514355,Нет
665,tee grizzley,first day out,336,0.0,67,0,325093,79440420,Нет
666,daya,hide away,305,0.0,14,0,490562,79375110,Нет
667,bad bunny,neverita,213,0.0,13,0,1399198,79303751,Нет
668,lil baby,sum 2 prove,225,0.0,16,0,851468,79172412,Нет
669,pop smoke,hello,257,0.0,29,0,499091,79167125,Нет
